
------------------------------------

Generating Certain Rules using LERS

------------------------------------

Loop 1:
--------------------------

Marked Values:

Certain Rules:
None

Possible Rules:
[maintvhigh] -> doors4 [Support: 108, Confidence: 25%]
[safetylow] -> doors4 [Support: 144, Confidence: 25%]
[classValueunacc] -> doors4 [Support: 292, Confidence: 24%]
[classValueacc] -> doors4 [Support: 102, Confidence: 26%]
[buyingvhigh] -> doors4 [Support: 108, Confidence: 25%]
[personsmore] -> doors4 [Support: 144, Confidence: 25%]
[classValuevgood] -> doors4 [Support: 20, Confidence: 30%]
[buyinghigh] -> doors4 [Support: 108, Confidence: 25%]
[lug_bootsmall] -> doors4 [Support: 144, Confidence: 25%]
[buyinglow] -> doors4 [Support: 108, Confidence: 25%]
[lug_bootbig] -> doors4 [Support: 144, Confidence: 25%]
[mainthigh] -> doors4 [Support: 108, Confidence: 25%]
[maintlow] -> doors4 [Support: 108, Confidence: 25%]
[buyingmed] -> doors4 [Support: 108, Confidence: 25%]
[safetyhigh] -> doors4 [Support: 144, Confidence: 25%]
[persons2] -> doors4 [Support: 144, Confidence: 25%]
[safetymed] -> doors4 [Support: 144, Confidence: 25%]
[classValuegood] -> doors4 [Support: 18, Confidence: 26%]
[lug_bootmed] -> doors4 [Support: 144, Confidence: 25%]
[maintmed] -> doors4 [Support: 108, Confidence: 25%]
[persons4] -> doors4 [Support: 144, Confidence: 25%]

Loop 2:
--------------------------

Marked Values:

Certain Rules:
None

Possible Rules:
[safetylow, maintmed] -> doors4 [Support: 36, Confidence: 25%]
[maintlow, classValueunacc, buyingmed, lug_bootmed] -> doors4 [Support: 5, Confidence: 25%]
[buyingmed, safetymed, maintmed, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, persons4, buyingvhigh, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, safetylow, lug_bootmed, persons4] -> doors4 [Support: 4, Confidence: 25%]
[buyingmed, safetymed, classValuegood, persons4] -> doors4 [Support: 2, Confidence: 33%]
[safetymed, personsmore, maintmed, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, lug_bootsmall, safetymed, maintmed] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, safetylow, lug_bootsmall, personsmore] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, mainthigh, classValuegood, safetymed] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, buyinglow, safetyhigh, persons2] -> doors4 [Support: 3, Confidence: 25%]
[lug_bootsmall, maintmed, buyinghigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetylow, lug_bootbig, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, safetyhigh, classValueunacc, lug_bootsmall] -> doors4 [Support: 4, Confidence: 20%]
[buyinglow, mainthigh, classValueunacc, lug_bootsmall] -> doors4 [Support: 5, Confidence: 22%]
[maintvhigh, classValuegood, persons2, buyinghigh] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetylow, classValuegood, buyingvhigh] -> doors4 [Support: 0, Confidence: 0%]
[classValueunacc, buyingmed, safetymed, personsmore] -> doors4 [Support: 2, Confidence: 16%]
[safetyhigh, maintlow, lug_bootsmall, persons2] -> doors4 [Support: 4, Confidence: 25%]
[lug_bootsmall, safetymed, personsmore, buyinghigh] -> doors4 [Support: 4, Confidence: 25%]
[mainthigh, personsmore, lug_bootbig, classValuevgood] -> doors4 [Support: 1, Confidence: 25%]
[safetyhigh, classValueacc, buyingmed, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, maintlow, lug_bootsmall, persons4] -> doors4 [Support: 4, Confidence: 25%]
[maintlow, classValueacc, safetymed, persons4] -> doors4 [Support: 6, Confidence: 25%]
[buyinglow, mainthigh, safetylow, lug_bootsmall] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, safetylow, lug_bootsmall, classValuegood] -> doors4 [Support: 0, Confidence: 0%]
[safetyhigh, maintlow, persons2, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, classValueacc, buyingmed, safetymed] -> doors4 [Support: 4, Confidence: 30%]
[classValueunacc, buyingmed, safetymed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[mainthigh, safetyhigh, classValueunacc, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[classValueunacc, buyingmed, safetymed, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[classValueunacc, buyingmed, safetymed, persons4] -> doors4 [Support: 2, Confidence: 16%]
[buyinglow, safetymed, maintmed, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, classValueunacc, safetymed, personsmore] -> doors4 [Support: 1, Confidence: 12%]
[maintvhigh, classValueacc, buyingmed, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[safetymed, personsmore, lug_bootbig, buyinghigh] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, safetylow, lug_bootsmall, persons2] -> doors4 [Support: 4, Confidence: 25%]
[maintlow, classValueunacc, persons4, buyinghigh] -> doors4 [Support: 4, Confidence: 22%]
[mainthigh, classValueunacc, personsmore, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, classValueunacc, lug_bootsmall, buyingvhigh] -> doors4 [Support: 8, Confidence: 23%]
[safetyhigh, maintlow, lug_bootbig, classValuevgood] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, safetylow, lug_bootsmall, persons4] -> doors4 [Support: 4, Confidence: 25%]
[maintvhigh, buyinglow, classValueunacc, persons4] -> doors4 [Support: 4, Confidence: 22%]
[maintvhigh, buyinglow, classValueunacc, persons2] -> doors4 [Support: 9, Confidence: 25%]
[classValueunacc, buyingmed, lug_bootmed, personsmore] -> doors4 [Support: 4, Confidence: 22%]
[safetyhigh, buyinglow, maintmed, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[maintlow, classValueunacc, persons2, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[buyingmed, lug_bootsmall, safetymed, maintmed] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, maintlow, lug_bootsmall, persons2] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, classValueacc, personsmore, buyinghigh] -> doors4 [Support: 0, Confidence: 0%]
[buyinglow, maintlow, classValueacc, lug_bootsmall] -> doors4 [Support: 2, Confidence: 28%]
[buyinglow, maintlow, lug_bootsmall, persons4] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, safetyhigh, classValueacc, persons4] -> doors4 [Support: 4, Confidence: 22%]
[buyingmed, lug_bootmed, safetymed, maintmed] -> doors4 [Support: 3, Confidence: 25%]
[safetyhigh, maintlow, persons4, classValuevgood] -> doors4 [Support: 4, Confidence: 33%]
[maintlow, classValueunacc, personsmore, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[classValueunacc, lug_bootmed, maintmed, persons4] -> doors4 [Support: 4, Confidence: 20%]
[maintvhigh, safetyhigh, buyingvhigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, safetyhigh, buyinglow, persons2] -> doors4 [Support: 3, Confidence: 25%]
[mainthigh, safetyhigh, buyinglow, persons4] -> doors4 [Support: 3, Confidence: 25%]
[maintlow, buyingvhigh, lug_bootbig, persons2] -> doors4 [Support: 3, Confidence: 25%]
[mainthigh, safetymed, personsmore, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[mainthigh, buyingmed, lug_bootmed, classValuegood] -> doors4 [Support: 0, Confidence: 0%]
[buyinglow, lug_bootsmall, maintmed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, maintlow, lug_bootsmall, buyingvhigh] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, classValueunacc, lug_bootsmall, buyinghigh] -> doors4 [Support: 12, Confidence: 25%]
[maintvhigh, classValueacc, buyingvhigh, lug_bootbig] -> doors4 [Support: 0, Confidence: 0%]
[classValueunacc, lug_bootmed, maintmed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[lug_bootmed, maintmed, persons2, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, maintlow, lug_bootbig, classValuevgood] -> doors4 [Support: 2, Confidence: 25%]
[buyingmed, lug_bootsmall, safetymed, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[classValueacc, buyingmed, lug_bootsmall, safetymed] -> doors4 [Support: 4, Confidence: 28%]
[classValueunacc, lug_bootsmall, maintmed, buyingvhigh] -> doors4 [Support: 7, Confidence: 24%]
[safetymed, personsmore, maintmed, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetylow, lug_bootsmall, buyingvhigh] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, safetyhigh, lug_bootsmall, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[maintlow, persons4, lug_bootbig, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[classValueunacc, lug_bootmed, safetymed, maintmed] -> doors4 [Support: 4, Confidence: 18%]
[classValueunacc, lug_bootsmall, safetymed, maintmed] -> doors4 [Support: 8, Confidence: 23%]
[safetymed, maintmed, persons4, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[safetyhigh, lug_bootmed, maintmed, persons2] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, lug_bootmed, maintmed, persons4] -> doors4 [Support: 4, Confidence: 25%]
[classValueunacc, lug_bootmed, persons2, buyinghigh] -> doors4 [Support: 12, Confidence: 25%]
[safetylow, buyingmed, lug_bootsmall, maintmed] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, lug_bootbig, buyinghigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[safetylow, lug_bootmed, buyingvhigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[safetylow, maintlow, buyingmed, lug_bootmed] -> doors4 [Support: 3, Confidence: 25%]
[lug_bootmed, safetymed, classValuegood, persons2] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetyhigh, classValueunacc, lug_bootbig] -> doors4 [Support: 8, Confidence: 25%]
[maintlow, buyingmed, lug_bootsmall, classValuegood] -> doors4 [Support: 2, Confidence: 28%]
[maintvhigh, buyingvhigh, lug_bootbig, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetyhigh, classValueacc, lug_bootsmall] -> doors4 [Support: 4, Confidence: 28%]
[maintvhigh, safetyhigh, buyinglow, classValueunacc] -> doors4 [Support: 3, Confidence: 23%]
[buyingmed, lug_bootmed, maintmed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[buyingmed, lug_bootmed, maintmed, persons4] -> doors4 [Support: 3, Confidence: 25%]
[classValueunacc, lug_bootsmall, persons2, buyinghigh] -> doors4 [Support: 12, Confidence: 25%]
[maintvhigh, buyingmed, lug_bootsmall, persons4] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, buyingmed, lug_bootsmall, persons2] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, classValueunacc, buyingmed, persons4] -> doors4 [Support: 4, Confidence: 22%]
[lug_bootbig, persons2, classValuevgood, buyinghigh] -> doors4 [Support: 0, Confidence: 0%]
[maintlow, classValueacc, lug_bootmed, buyinghigh] -> doors4 [Support: 4, Confidence: 30%]
[safetylow, maintlow, lug_bootmed, personsmore] -> doors4 [Support: 4, Confidence: 25%]
[safetymed, lug_bootmed, persons4, buyingvhigh] -> doors4 [Support: 4, Confidence: 25%]
[maintvhigh, safetylow, lug_bootmed, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, classValueunacc, buyingmed, persons2] -> doors4 [Support: 9, Confidence: 25%]
[maintvhigh, safetyhigh, persons4, buyingvhigh] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, safetyhigh, classValueacc, persons4] -> doors4 [Support: 6, Confidence: 25%]
[safetymed, maintmed, persons2, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[safetyhigh, mainthigh, buyingmed, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, lug_bootmed, maintmed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[classValueunacc, lug_bootmed, persons4, buyinghigh] -> doors4 [Support: 6, Confidence: 20%]
[buyinglow, lug_bootmed, maintmed, persons4] -> doors4 [Support: 3, Confidence: 25%]
[classValueacc, lug_bootsmall, maintmed, buyinghigh] -> doors4 [Support: 2, Confidence: 28%]
[lug_bootmed, classValuegood, persons4, buyinghigh] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, classValueunacc, lug_bootsmall, buyinghigh] -> doors4 [Support: 7, Confidence: 24%]
[maintvhigh, buyinglow, lug_bootmed, personsmore] -> doors4 [Support: 3, Confidence: 25%]
[lug_bootsmall, buyingvhigh, persons2, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[safetylow, lug_bootbig, persons2, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[classValueunacc, lug_bootmed, maintmed, buyingvhigh] -> doors4 [Support: 5, Confidence: 21%]
[maintvhigh, buyingmed, safetymed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, buyingmed, safetymed, persons4] -> doors4 [Support: 3, Confidence: 25%]
[safetyhigh, classValueacc, personsmore, buyinghigh] -> doors4 [Support: 9, Confidence: 27%]
[maintlow, lug_bootsmall, personsmore, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[safetyhigh, buyingmed, lug_bootsmall, maintmed] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, maintlow, persons4, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[classValueacc, safetymed, persons4, buyinghigh] -> doors4 [Support: 6, Confidence: 33%]
[mainthigh, safetylow, buyingmed, lug_bootsmall] -> doors4 [Support: 3, Confidence: 25%]
[lug_bootsmall, classValuegood, buyingvhigh, persons2] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetylow, persons4, buyingvhigh] -> doors4 [Support: 3, Confidence: 25%]
[buyingmed, maintmed, lug_bootbig, persons2] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, buyingmed, persons4, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[mainthigh, lug_bootsmall, buyingvhigh, persons2] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, lug_bootsmall, persons2, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[buyingmed, lug_bootmed, safetymed, persons2] -> doors4 [Support: 4, Confidence: 25%]
[buyingmed, lug_bootmed, safetymed, persons4] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, maintlow, buyingmed, lug_bootsmall] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, maintlow, classValueacc, buyingmed] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, buyinglow, lug_bootsmall, personsmore] -> doors4 [Support: 3, Confidence: 25%]
[lug_bootsmall, persons4, maintmed, buyingvhigh] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, maintlow, lug_bootsmall, personsmore] -> doors4 [Support: 4, Confidence: 25%]
[safetymed, persons4, classValuevgood, buyinghigh] -> doors4 [Support: 0, Confidence: 0%]
[classValueunacc, buyingmed, lug_bootsmall, persons4] -> doors4 [Support: 6, Confidence: 25%]
[classValueunacc, buyingmed, lug_bootsmall, persons2] -> doors4 [Support: 12, Confidence: 25%]
[classValueunacc, buyingmed, safetymed, maintmed] -> doors4 [Support: 3, Confidence: 23%]
[maintlow, classValueacc, lug_bootbig, buyinghigh] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, maintlow, buyingvhigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetylow, classValueunacc, lug_bootbig] -> doors4 [Support: 12, Confidence: 25%]
[safetyhigh, classValuegood, lug_bootsmall, persons4] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, safetylow, lug_bootsmall, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[safetyhigh, classValueunacc, maintmed, buyinghigh] -> doors4 [Support: 3, Confidence: 23%]
[maintvhigh, safetylow, classValueacc, lug_bootmed] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, classValueunacc, buyingvhigh, lug_bootbig] -> doors4 [Support: 9, Confidence: 25%]
[maintvhigh, safetyhigh, buyinglow, lug_bootsmall] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, maintlow, classValuegood, lug_bootbig] -> doors4 [Support: 2, Confidence: 25%]
[safetyhigh, mainthigh, buyingvhigh, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[mainthigh, classValueacc, safetymed, lug_bootmed] -> doors4 [Support: 6, Confidence: 33%]
[safetyhigh, classValueacc, lug_bootmed, buyinghigh] -> doors4 [Support: 6, Confidence: 25%]
[classValueacc, safetymed, persons2, buyinghigh] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetyhigh, classValueacc, personsmore] -> doors4 [Support: 6, Confidence: 27%]
[classValueunacc, lug_bootsmall, persons4, buyingvhigh] -> doors4 [Support: 10, Confidence: 25%]
[mainthigh, classValuegood, buyingvhigh, persons2] -> doors4 [Support: 0, Confidence: 0%]
[lug_bootsmall, safetymed, classValuevgood, buyinghigh] -> doors4 [Support: 0, Confidence: 0%]
[maintlow, classValueunacc, lug_bootsmall, buyingvhigh] -> doors4 [Support: 7, Confidence: 24%]
[maintvhigh, buyingmed, lug_bootbig, persons2] -> doors4 [Support: 3, Confidence: 25%]
[mainthigh, buyinglow, lug_bootmed, persons4] -> doors4 [Support: 3, Confidence: 25%]
[safetyhigh, classValueunacc, lug_bootbig, buyinghigh] -> doors4 [Support: 6, Confidence: 25%]
[safetyhigh, lug_bootmed, buyingvhigh, persons2] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, classValueacc, lug_bootmed, buyingvhigh] -> doors4 [Support: 4, Confidence: 25%]
[maintvhigh, classValueacc, persons4, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[mainthigh, buyinglow, lug_bootmed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[maintlow, safetymed, buyinghigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[safetylow, buyingvhigh, lug_bootbig, persons2] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, personsmore, buyingvhigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, classValueunacc, persons4, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, classValuegood, persons4, maintmed] -> doors4 [Support: 1, Confidence: 16%]
[safetylow, classValueunacc, persons2, buyinghigh] -> doors4 [Support: 12, Confidence: 25%]
[mainthigh, safetylow, personsmore, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[buyingmed, maintmed, persons2, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, buyingmed, lug_bootmed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[maintlow, classValueunacc, lug_bootsmall, buyinghigh] -> doors4 [Support: 7, Confidence: 24%]
[safetyhigh, classValueunacc, maintmed, buyingvhigh] -> doors4 [Support: 3, Confidence: 23%]
[maintvhigh, buyinglow, safetylow, persons4] -> doors4 [Support: 3, Confidence: 25%]
[safetyhigh, mainthigh, buyingmed, persons4] -> doors4 [Support: 3, Confidence: 25%]
[classValueunacc, buyingmed, personsmore, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[safetylow, classValueunacc, lug_bootmed, buyingvhigh] -> doors4 [Support: 12, Confidence: 25%]
[buyinglow, safetyhigh, persons4, maintmed] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, lug_bootmed, persons4, buyingvhigh] -> doors4 [Support: 3, Confidence: 25%]
[lug_bootmed, safetymed, maintmed, buyingvhigh] -> doors4 [Support: 3, Confidence: 25%]
[safetymed, persons4, buyingvhigh, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, mainthigh, buyingmed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, buyinglow, safetylow, persons2] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, buyinglow, classValueacc, lug_bootsmall] -> doors4 [Support: 2, Confidence: 28%]
[maintvhigh, safetyhigh, lug_bootmed, personsmore] -> doors4 [Support: 4, Confidence: 25%]
[mainthigh, classValueunacc, persons4, buyinghigh] -> doors4 [Support: 4, Confidence: 22%]
[maintlow, classValueunacc, lug_bootmed, personsmore] -> doors4 [Support: 4, Confidence: 22%]
[maintvhigh, classValuegood, lug_bootbig, persons2] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, buyingmed, lug_bootmed, persons4] -> doors4 [Support: 3, Confidence: 25%]
[mainthigh, classValueunacc, safetymed, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, mainthigh, classValueunacc, buyinghigh] -> doors4 [Support: 3, Confidence: 23%]
[maintvhigh, buyinglow, safetymed, personsmore] -> doors4 [Support: 3, Confidence: 25%]
[buyingmed, lug_bootsmall, safetymed, personsmore] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, safetyhigh, lug_bootsmall, persons4] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, safetyhigh, lug_bootsmall, persons2] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, safetyhigh, persons2, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[buyingmed, classValuegood, personsmore, lug_bootbig] -> doors4 [Support: 1, Confidence: 25%]
[lug_bootsmall, maintmed, buyingvhigh, persons2] -> doors4 [Support: 3, Confidence: 25%]
[safetyhigh, classValueunacc, lug_bootmed, buyinghigh] -> doors4 [Support: 6, Confidence: 25%]
[safetylow, maintmed, buyingvhigh, persons2] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, maintlow, buyingmed, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, classValueacc, lug_bootbig, buyinghigh] -> doors4 [Support: 4, Confidence: 25%]
[lug_bootmed, maintmed, persons4, buyinghigh] -> doors4 [Support: 3, Confidence: 25%]
[classValueunacc, lug_bootmed, safetymed, persons4] -> doors4 [Support: 3, Confidence: 10%]
[safetyhigh, classValuegood, persons2, lug_bootbig] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, buyinglow, classValuegood, persons4] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, classValueunacc, personsmore, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[classValueunacc, lug_bootmed, safetymed, persons2] -> doors4 [Support: 16, Confidence: 25%]
[maintvhigh, buyinglow, classValuegood, persons2] -> doors4 [Support: 0, Confidence: 0%]
[buyinglow, mainthigh, classValueunacc, lug_bootmed] -> doors4 [Support: 5, Confidence: 25%]
[safetylow, classValueunacc, persons4, buyingvhigh] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, classValueunacc, persons4, buyingvhigh] -> doors4 [Support: 4, Confidence: 22%]
[classValuegood, personsmore, maintmed, lug_bootbig] -> doors4 [Support: 1, Confidence: 25%]
[maintvhigh, buyingmed, safetymed, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, safetyhigh, personsmore, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[mainthigh, classValueunacc, persons2, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[mainthigh, safetyhigh, lug_bootsmall, persons2] -> doors4 [Support: 4, Confidence: 25%]
[mainthigh, safetyhigh, lug_bootsmall, persons4] -> doors4 [Support: 4, Confidence: 25%]
[maintvhigh, lug_bootsmall, classValuegood, persons2] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, safetyhigh, lug_bootsmall, buyingvhigh] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, lug_bootsmall, classValuegood, persons4] -> doors4 [Support: 0, Confidence: 0%]
[safetyhigh, classValueacc, personsmore, buyingvhigh] -> doors4 [Support: 6, Confidence: 27%]
[classValueacc, lug_bootmed, personsmore, buyinghigh] -> doors4 [Support: 6, Confidence: 28%]
[safetylow, maintlow, lug_bootmed, persons4] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, maintlow, safetymed, persons4] -> doors4 [Support: 3, Confidence: 25%]
[buyinglow, maintlow, safetymed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[lug_bootmed, persons4, buyingvhigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[safetylow, maintlow, lug_bootmed, persons2] -> doors4 [Support: 4, Confidence: 25%]
[maintvhigh, lug_bootmed, safetymed, persons4] -> doors4 [Support: 4, Confidence: 25%]
[safetylow, classValueunacc, maintmed, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, classValuegood, persons4, lug_bootbig] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, buyingmed, lug_bootsmall, personsmore] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, lug_bootbig, persons2, buyinghigh] -> doors4 [Support: 4, Confidence: 25%]
[maintvhigh, lug_bootmed, safetymed, persons2] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, mainthigh, safetyhigh, lug_bootsmall] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, classValuegood, lug_bootsmall, maintmed] -> doors4 [Support: 0, Confidence: 0%]
[classValueacc, safetymed, lug_bootmed, buyingvhigh] -> doors4 [Support: 4, Confidence: 40%]
[buyinglow, maintlow, personsmore, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[safetyhigh, maintlow, lug_bootmed, persons2] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, maintlow, lug_bootmed, persons4] -> doors4 [Support: 4, Confidence: 25%]
[safetymed, lug_bootmed, personsmore, maintmed] -> doors4 [Support: 4, Confidence: 25%]
[safetyhigh, maintlow, classValueacc, persons2] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, classValueacc, lug_bootsmall, safetymed] -> doors4 [Support: 2, Confidence: 28%]
[classValueunacc, personsmore, lug_bootbig, buyinghigh] -> doors4 [Support: 6, Confidence: 25%]
[classValuegood, buyingvhigh, persons2, lug_bootbig] -> doors4 [Support: 0, Confidence: 0%]
[safetyhigh, maintlow, classValueacc, persons4] -> doors4 [Support: 6, Confidence: 25%]
[safetyhigh, classValueunacc, lug_bootmed, buyingvhigh] -> doors4 [Support: 8, Confidence: 25%]
[buyinglow, mainthigh, safetylow, lug_bootmed] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, buyingmed, personsmore, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[safetylow, maintlow, lug_bootbig, persons2] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, maintlow, classValueacc, personsmore] -> doors4 [Support: 1, Confidence: 25%]
[maintlow, safetymed, buyingvhigh, lug_bootbig] -> doors4 [Support: 3, Confidence: 25%]
[buyingmed, lug_bootmed, persons4, classValuevgood] -> doors4 [Support: 2, Confidence: 50%]
[classValueunacc, buyingmed, lug_bootmed, maintmed] -> doors4 [Support: 5, Confidence: 25%]
[classValueunacc, maintmed, lug_bootbig, persons2] -> doors4 [Support: 12, Confidence: 25%]
[classValueunacc, lug_bootsmall, personsmore, maintmed] -> doors4 [Support: 6, Confidence: 20%]
[safetylow, lug_bootsmall, buyingvhigh, persons2] -> doors4 [Support: 4, Confidence: 25%]
[mainthigh, safetymed, persons4, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, maintlow, lug_bootmed, persons2] -> doors4 [Support: 3, Confidence: 25%]
[maintvhigh, buyinglow, lug_bootmed, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[buyinglow, maintlow, lug_bootmed, persons4] -> doors4 [Support: 3, Confidence: 25%]
